service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
S109686_32,1,1,1,1,1,0,0,20250520,20250608
S113955_32,1,1,1,1,1,0,0,20250609,20250818
S105522_32,1,1,1,1,1,0,0,20250520,20250608
S105523_32,1,1,1,1,1,0,0,20250520,20250608
S105524_32,1,1,1,1,1,0,0,20250520,20250608
S105525_32,1,1,1,1,1,0,0,20250520,20250608
S110816_32,1,1,1,1,1,0,0,20250520,20250608
S110816_14,0,0,0,0,0,1,0,20250520,20250608
S110817_32,1,1,1,1,1,0,0,20250520,20250608
S110817_14,0,0,0,0,0,1,0,20250520,20250608
S110818_32,1,1,1,1,1,0,0,20250520,20250608
S110818_14,0,0,0,0,0,1,0,20250520,20250608
S110819_32,1,1,1,1,1,0,0,20250520,20250608
S110819_14,0,0,0,0,0,1,0,20250520,20250608
S110820_21,0,0,0,0,0,0,1,20250520,20250608
S110820_32,1,1,1,1,1,0,0,20250520,20250608
S110820_14,0,0,0,0,0,1,0,20250520,20250608
S110821_32,1,1,1,1,1,0,0,20250520,20250608
S110821_14,0,0,0,0,0,1,0,20250520,20250608
S110822_32,1,1,1,1,1,0,0,20250520,20250608
S110822_14,0,0,0,0,0,1,0,20250520,20250608
S110823_21,0,0,0,0,0,0,1,20250520,20250608
S110823_32,1,1,1,1,1,0,0,20250520,20250608
S110823_14,0,0,0,0,0,1,0,20250520,20250608
S109646_15,1,1,1,1,1,0,0,20250520,20250608
S109647_32,1,1,1,1,1,0,0,20250520,20250608
S109648_14,0,0,0,0,0,1,0,20250520,20250608
S109649_15,1,1,1,1,1,0,0,20250520,20250608
S109635_32,1,1,1,1,1,0,0,20250520,20250608
S109636_32,1,1,1,1,1,0,0,20250520,20250608
S112502_32,1,1,1,1,1,0,0,20250520,20250608
S112660_32,1,1,1,1,1,0,0,20250520,20250608
S112661_21,0,0,0,0,0,0,1,20250520,20250608
S112661_32,1,1,1,1,1,0,0,20250520,20250608
S112661_14,0,0,0,0,0,1,0,20250520,20250608
S112505_32,1,1,1,1,1,0,0,20250520,20250608
S112505_21,0,0,0,0,0,0,1,20250520,20250608
S112505_14,0,0,0,0,0,1,0,20250520,20250608
S102691_32,1,1,1,1,1,0,0,20250520,20250608
S102706_32,1,1,1,1,1,0,0,20250520,20250608
S102706_21,0,0,0,0,0,0,1,20250520,20250608
S102706_14,0,0,0,0,0,1,0,20250520,20250608
S102708_15,1,1,1,1,1,0,0,20250520,20250608
S102707_15,1,1,1,1,1,0,0,20250520,20250608
S102707_32,1,1,1,1,1,0,0,20250520,20250608
S111196_32,1,1,1,1,1,0,0,20250520,20250608
S111196_21,0,0,0,0,0,0,1,20250520,20250608
S111196_14,0,0,0,0,0,1,0,20250520,20250608
S111195_32,1,1,1,1,1,0,0,20250520,20250608
S102711_32,1,1,1,1,1,0,0,20250520,20250608
S102712_15,1,1,1,1,1,0,0,20250520,20250608
S102712_32,1,1,1,1,1,0,0,20250520,20250608
S102712_14,0,0,0,0,0,1,0,20250520,20250608
S105206_15,1,1,1,1,1,0,0,20250520,20250608
S102713_15,1,1,1,1,1,0,0,20250520,20250608
S102713_32,1,1,1,1,1,0,0,20250520,20250608
S102715_32,1,1,1,1,1,0,0,20250520,20250608
S102715_14,0,0,0,0,0,1,0,20250520,20250608
S102716_15,1,1,1,1,1,0,0,20250520,20250608
S102716_32,1,1,1,1,1,0,0,20250520,20250608
S102717_15,1,1,1,1,1,0,0,20250520,20250608
S102718_15,1,1,1,1,1,0,0,20250520,20250608
S111154_32,1,1,1,1,1,0,0,20250609,20250818
S111154_21,0,0,0,0,0,0,1,20250609,20250818
S111154_14,0,0,0,0,0,1,0,20250609,20250818
S111156_32,1,1,1,1,1,0,0,20250609,20250818
S111157_32,1,1,1,1,1,0,0,20250609,20250818
S111191_32,1,1,1,1,1,0,0,20250520,20250608
S111162_32,1,1,1,1,1,0,0,20250609,20250818
S111162_21,0,0,0,0,0,0,1,20250609,20250818
S111162_14,0,0,0,0,0,1,0,20250609,20250818
S111162_13,1,1,1,1,1,0,0,20250609,20250818
S102690_32,1,1,1,1,1,0,0,20250520,20250608
S111163_21,0,0,0,0,0,0,1,20250609,20250818
S111163_32,1,1,1,1,1,0,0,20250609,20250818
S111163_14,0,0,0,0,0,1,0,20250609,20250818
S111163_13,1,1,1,1,1,0,0,20250609,20250818
S111138_32,1,1,1,1,1,0,0,20250609,20250818
S111138_21,0,0,0,0,0,0,1,20250609,20250818
S111138_14,0,0,0,0,0,1,0,20250609,20250818
S111139_32,1,1,1,1,1,0,0,20250609,20250818
S111139_21,0,0,0,0,0,0,1,20250609,20250818
S111139_14,0,0,0,0,0,1,0,20250609,20250818
S111148_32,1,1,1,1,1,0,0,20250609,20250818
S111148_21,0,0,0,0,0,0,1,20250609,20250818
S111148_14,0,0,0,0,0,1,0,20250609,20250818
S111149_15,1,1,1,1,1,0,0,20250609,20250818
S111149_32,1,1,1,1,1,0,0,20250609,20250818
S111149_21,0,0,0,0,0,0,1,20250609,20250818
S111149_14,0,0,0,0,0,1,0,20250609,20250818
S111149_13,1,1,1,1,1,0,0,20250609,20250818
S111150_21,0,0,0,0,0,0,1,20250609,20250818
S111150_32,1,1,1,1,1,0,0,20250609,20250818
S111150_14,0,0,0,0,0,1,0,20250609,20250818
S111151_21,0,0,0,0,0,0,1,20250609,20250818
S111151_32,1,1,1,1,1,0,0,20250609,20250818
S111151_14,0,0,0,0,0,1,0,20250609,20250818
S111151_13,1,1,1,1,1,0,0,20250609,20250818
S111155_32,1,1,1,1,1,0,0,20250609,20250818
S111155_21,0,0,0,0,0,0,1,20250609,20250818
S111155_14,0,0,0,0,0,1,0,20250609,20250818
S111155_13,1,1,1,1,1,0,0,20250609,20250818
S109637_32,1,1,1,1,1,0,0,20250520,20250608
S109637_21,0,0,0,0,0,0,1,20250520,20250608
S109637_14,0,0,0,0,0,1,0,20250520,20250608
S111158_32,1,1,1,1,1,0,0,20250609,20250818
S111158_21,0,0,0,0,0,0,1,20250609,20250818
S111158_14,0,0,0,0,0,1,0,20250609,20250818
S109627_32,1,1,1,1,1,0,0,20250520,20250608
S109627_21,0,0,0,0,0,0,1,20250520,20250608
S109627_14,0,0,0,0,0,1,0,20250520,20250608
S111159_21,0,0,0,0,0,0,1,20250609,20250818
S111159_32,1,1,1,1,1,0,0,20250609,20250818
S111159_14,0,0,0,0,0,1,0,20250609,20250818
S111159_13,1,1,1,1,1,0,0,20250609,20250818
S109645_32,1,1,1,1,1,0,0,20250520,20250608
S109645_14,0,0,0,0,0,1,0,20250520,20250608
S111160_32,1,1,1,1,1,0,0,20250609,20250818
S111160_21,0,0,0,0,0,0,1,20250609,20250818
S111160_14,0,0,0,0,0,1,0,20250609,20250818
S109634_32,1,1,1,1,1,0,0,20250520,20250608
S109634_14,0,0,0,0,0,1,0,20250520,20250608
S111161_32,1,1,1,1,1,0,0,20250609,20250818
S111161_21,0,0,0,0,0,0,1,20250609,20250818
S111161_14,0,0,0,0,0,1,0,20250609,20250818
S106220_15,1,1,1,1,1,0,0,20250520,20250608
S106220_32,1,1,1,1,1,0,0,20250520,20250608
S106220_14,0,0,0,0,0,1,0,20250520,20250608
S111168_32,1,1,1,1,1,0,0,20250609,20250818
S111168_21,0,0,0,0,0,0,1,20250609,20250818
S111168_14,0,0,0,0,0,1,0,20250609,20250818
S106221_32,1,1,1,1,1,0,0,20250520,20250608
S106221_14,0,0,0,0,0,1,0,20250520,20250608
S106221_13,1,1,1,1,1,0,0,20250520,20250608
S111170_21,0,0,0,0,0,0,1,20250609,20250818
S111170_32,1,1,1,1,1,0,0,20250609,20250818
S111170_14,0,0,0,0,0,1,0,20250609,20250818
S111175_32,1,1,1,1,1,0,0,20250609,20250818
S111175_21,0,0,0,0,0,0,1,20250609,20250818
S111175_14,0,0,0,0,0,1,0,20250609,20250818
S111175_13,1,1,1,1,1,0,0,20250609,20250818
S111175_10,0,0,0,0,1,0,0,20250609,20250818
S111176_21,0,0,0,0,0,0,1,20250609,20250818
S111176_32,1,1,1,1,1,0,0,20250609,20250818
S111176_14,0,0,0,0,0,1,0,20250609,20250818
S111176_13,1,1,1,1,1,0,0,20250609,20250818
S111178_32,1,1,1,1,1,0,0,20250609,20250818
S111178_13,1,1,1,1,1,0,0,20250609,20250818
S111183_32,1,1,1,1,1,0,0,20250609,20250818
S111183_14,0,0,0,0,0,1,0,20250609,20250818
S111185_32,1,1,1,1,1,0,0,20250609,20250818
S111185_21,0,0,0,0,0,0,1,20250609,20250818
S111185_14,0,0,0,0,0,1,0,20250609,20250818
S111164_21,0,0,0,0,0,0,1,20250609,20250818
S111164_32,1,1,1,1,1,0,0,20250609,20250818
S111164_14,0,0,0,0,0,1,0,20250609,20250818
S111164_13,1,1,1,1,1,0,0,20250609,20250818
S111165_21,0,0,0,0,0,0,1,20250609,20250818
S111165_32,1,1,1,1,1,0,0,20250609,20250818
S111165_14,0,0,0,0,0,1,0,20250609,20250818
S111165_13,1,1,1,1,1,0,0,20250609,20250818
S114193_15,1,1,1,1,1,0,0,20250520,20250608
S114193_32,1,1,1,1,1,0,0,20250520,20250608
S114193_13,1,1,1,1,1,0,0,20250520,20250608
S113723_15,1,1,1,1,1,0,0,20250609,20250818
S113723_32,1,1,1,1,1,0,0,20250609,20250818
S113723_13,1,1,1,1,1,0,0,20250609,20250818
S111142_32,1,1,1,1,1,0,0,20250609,20250818
S111142_21,0,0,0,0,0,0,1,20250609,20250818
S111142_14,0,0,0,0,0,1,0,20250609,20250818
S111143_32,1,1,1,1,1,0,0,20250609,20250818
S111143_21,0,0,0,0,0,0,1,20250609,20250818
S111143_14,0,0,0,0,0,1,0,20250609,20250818
S113691_32,1,1,1,1,1,0,0,20250609,20250818
S113691_14,0,0,0,0,0,1,0,20250609,20250818
S113692_15,1,1,1,1,1,0,0,20250609,20250818
S113693_32,1,1,1,1,1,0,0,20250609,20250818
S113693_21,0,0,0,0,0,0,1,20250609,20250818
S113693_14,0,0,0,0,0,1,0,20250609,20250818
S113694_32,1,1,1,1,1,0,0,20250609,20250818
S113694_21,0,0,0,0,0,0,1,20250609,20250818
S113694_14,0,0,0,0,0,1,0,20250609,20250818
S113694_10,0,0,0,0,1,0,0,20250609,20250818
S113704_21,0,0,0,0,0,0,1,20250609,20250818
S113704_32,1,1,1,1,1,0,0,20250609,20250818
S113704_14,0,0,0,0,0,1,0,20250609,20250818
S108005_32,1,1,1,1,1,0,0,20250520,20250608
S108005_21,0,0,0,0,0,0,1,20250520,20250608
S108005_14,0,0,0,0,0,1,0,20250520,20250608
S108005_10,0,0,0,0,1,0,0,20250520,20250608
S114012_32,1,1,1,1,1,0,0,20250609,20250818
S114012_21,0,0,0,0,0,0,1,20250609,20250818
S114012_14,0,0,0,0,0,1,0,20250609,20250818
S114012_10,0,0,0,0,1,0,0,20250609,20250818
S108006_32,1,1,1,1,1,0,0,20250520,20250608
S108006_21,0,0,0,0,0,0,1,20250520,20250608
S108006_14,0,0,0,0,0,1,0,20250520,20250608
S114013_32,1,1,1,1,1,0,0,20250609,20250818
S114013_21,0,0,0,0,0,0,1,20250609,20250818
S114013_14,0,0,0,0,0,1,0,20250609,20250818
S108417_32,1,1,1,1,1,0,0,20250520,20250608
S108417_21,0,0,0,0,0,0,1,20250520,20250608
S108417_14,0,0,0,0,0,1,0,20250520,20250608
S114014_32,1,1,1,1,1,0,0,20250609,20250818
S114014_21,0,0,0,0,0,0,1,20250609,20250818
S114014_14,0,0,0,0,0,1,0,20250609,20250818
S108418_21,0,0,0,0,0,0,1,20250520,20250608
S108418_32,1,1,1,1,1,0,0,20250520,20250608
S108418_14,0,0,0,0,0,1,0,20250520,20250608
S114015_21,0,0,0,0,0,0,1,20250609,20250818
S114015_32,1,1,1,1,1,0,0,20250609,20250818
S114015_14,0,0,0,0,0,1,0,20250609,20250818
S101220_32,1,1,1,1,1,0,0,20250520,20250608
S101220_21,0,0,0,0,0,0,1,20250520,20250608
S101220_14,0,0,0,0,0,1,0,20250520,20250608
S101220_10,0,0,0,0,1,0,0,20250520,20250608
S109160_32,1,1,1,1,1,0,0,20250520,20250608
S109160_21,0,0,0,0,0,0,1,20250520,20250608
S109160_14,0,0,0,0,0,1,0,20250520,20250608
S109160_10,0,0,0,0,1,0,0,20250520,20250608
S101156_15,1,1,1,1,1,0,0,20250520,20250608
S114037_32,1,1,1,1,1,0,0,20250609,20250818
S91012_15,1,1,1,1,1,0,0,20250520,20250608
S40902_19,0,0,1,0,0,0,0,20250520,20250608
S40902_42,1,1,0,1,1,0,0,20250520,20250608
S111511_15,1,1,1,1,1,0,0,20250520,20250608
S99345_15,1,1,1,1,1,0,0,20250520,20250608
S111519_15,1,1,1,1,1,0,0,20250520,20250608
S114513_15,1,1,1,1,1,0,0,20250609,20250818
S60483_19,0,0,1,0,0,0,0,20250520,20250608
S60483_42,1,1,0,1,1,0,0,20250520,20250608
S114514_19,0,0,1,0,0,0,0,20250609,20250818
S114514_42,1,1,0,1,1,0,0,20250609,20250818
S40903_19,0,0,1,0,0,0,0,20250520,20250608
S40903_42,1,1,0,1,1,0,0,20250520,20250608
S114515_19,0,0,1,0,0,0,0,20250609,20250818
S114515_42,1,1,0,1,1,0,0,20250609,20250818
S40899_19,0,0,1,0,0,0,0,20250520,20250608
S40899_42,1,1,0,1,1,0,0,20250520,20250608
S114516_19,0,0,1,0,0,0,0,20250609,20250818
S114516_42,1,1,0,1,1,0,0,20250609,20250818
S111506_19,0,0,1,0,0,0,0,20250520,20250608
S111506_42,1,1,0,1,1,0,0,20250520,20250608
S114517_19,0,0,1,0,0,0,0,20250609,20250818
S114517_42,1,1,0,1,1,0,0,20250609,20250818
S112481_32,1,1,1,1,1,0,0,20250520,20250608
S112481_21,0,0,0,0,0,0,1,20250520,20250608
S112481_14,0,0,0,0,0,1,0,20250520,20250608
S114728_32,1,1,1,1,1,0,0,20250609,20250818
S114728_21,0,0,0,0,0,0,1,20250609,20250818
S114728_14,0,0,0,0,0,1,0,20250609,20250818
S107763_15,1,1,1,1,1,0,0,20250520,20250608
S114729_15,1,1,1,1,1,0,0,20250609,20250818
S107756_32,1,1,1,1,1,0,0,20250520,20250608
S107756_21,0,0,0,0,0,0,1,20250520,20250608
S107756_14,0,0,0,0,0,1,0,20250520,20250608
S114730_32,1,1,1,1,1,0,0,20250609,20250818
S114730_21,0,0,0,0,0,0,1,20250609,20250818
S114730_14,0,0,0,0,0,1,0,20250609,20250818
S107760_15,1,1,1,1,1,0,0,20250520,20250608
S114731_15,1,1,1,1,1,0,0,20250609,20250818
S113810_473,1,1,1,1,1,0,0,20250520,20250524
S114787_473,1,1,1,1,1,0,0,20250525,20250818
S113811_473,1,1,1,1,1,0,0,20250520,20250524
S114788_473,1,1,1,1,1,0,0,20250525,20250818
S104268_15,1,1,1,1,1,0,0,20250520,20250608
S113298_15,1,1,1,1,1,0,0,20250609,20250818
S94979_15,1,1,1,1,1,0,0,20250520,20250608
S113299_15,1,1,1,1,1,0,0,20250609,20250818
S94980_15,1,1,1,1,1,0,0,20250520,20250608
S113300_15,1,1,1,1,1,0,0,20250609,20250818
S94964_15,1,1,1,1,1,0,0,20250520,20250608
S113301_15,1,1,1,1,1,0,0,20250609,20250818
S94966_15,1,1,1,1,1,0,0,20250520,20250608
S113302_15,1,1,1,1,1,0,0,20250609,20250818
S94967_15,1,1,1,1,1,0,0,20250520,20250608
S113303_15,1,1,1,1,1,0,0,20250609,20250818
S103529_21,0,0,0,0,0,0,1,20250520,20250608
S103529_32,1,1,1,1,1,0,0,20250520,20250608
S103529_14,0,0,0,0,0,1,0,20250520,20250608
S114077_21,0,0,0,0,0,0,1,20250609,20250818
S114077_32,1,1,1,1,1,0,0,20250609,20250818
S114077_14,0,0,0,0,0,1,0,20250609,20250818
S103530_32,1,1,1,1,1,0,0,20250520,20250608
S114078_32,1,1,1,1,1,0,0,20250609,20250818
S108249_32,1,1,1,1,1,0,0,20250520,20250608
S114079_32,1,1,1,1,1,0,0,20250609,20250818
S103532_21,0,0,0,0,0,0,1,20250520,20250608
S103532_32,1,1,1,1,1,0,0,20250520,20250608
S103532_14,0,0,0,0,0,1,0,20250520,20250608
S103532_13,1,1,1,1,1,0,0,20250520,20250608
S114080_21,0,0,0,0,0,0,1,20250609,20250818
S114080_32,1,1,1,1,1,0,0,20250609,20250818
S114080_14,0,0,0,0,0,1,0,20250609,20250818
S114080_13,1,1,1,1,1,0,0,20250609,20250818
S103533_15,1,1,1,1,1,0,0,20250520,20250608
S114081_15,1,1,1,1,1,0,0,20250609,20250818
S103534_15,1,1,1,1,1,0,0,20250520,20250608
S114082_15,1,1,1,1,1,0,0,20250609,20250818
S103535_21,0,0,0,0,0,0,1,20250520,20250608
S103535_14,0,0,0,0,0,1,0,20250520,20250608
S114083_21,0,0,0,0,0,0,1,20250609,20250818
S114083_14,0,0,0,0,0,1,0,20250609,20250818
S103536_32,1,1,1,1,1,0,0,20250520,20250608
S103536_13,1,1,1,1,1,0,0,20250520,20250608
S114084_32,1,1,1,1,1,0,0,20250609,20250818
S114084_13,1,1,1,1,1,0,0,20250609,20250818
S103537_15,1,1,1,1,1,0,0,20250520,20250608
S114085_15,1,1,1,1,1,0,0,20250609,20250818
S103538_15,1,1,1,1,1,0,0,20250520,20250608
S114086_15,1,1,1,1,1,0,0,20250609,20250818
S103539_32,1,1,1,1,1,0,0,20250520,20250608
S103539_21,0,0,0,0,0,0,1,20250520,20250608
S103539_14,0,0,0,0,0,1,0,20250520,20250608
S103539_13,1,1,1,1,1,0,0,20250520,20250608
S114087_32,1,1,1,1,1,0,0,20250609,20250818
S114087_21,0,0,0,0,0,0,1,20250609,20250818
S114087_14,0,0,0,0,0,1,0,20250609,20250818
S114087_13,1,1,1,1,1,0,0,20250609,20250818
S103540_15,1,1,1,1,1,0,0,20250520,20250608
S114088_15,1,1,1,1,1,0,0,20250609,20250818
S103541_32,1,1,1,1,1,0,0,20250520,20250608
S103541_13,1,1,1,1,1,0,0,20250520,20250608
S114089_32,1,1,1,1,1,0,0,20250609,20250818
S114089_13,1,1,1,1,1,0,0,20250609,20250818
S103542_15,1,1,1,1,1,0,0,20250520,20250608
S114090_15,1,1,1,1,1,0,0,20250609,20250818
S103543_15,1,1,1,1,1,0,0,20250520,20250608
S114091_15,1,1,1,1,1,0,0,20250609,20250818
S103544_32,1,1,1,1,1,0,0,20250520,20250608
S103544_21,0,0,0,0,0,0,1,20250520,20250608
S103544_14,0,0,0,0,0,1,0,20250520,20250608
S103544_13,1,1,1,1,1,0,0,20250520,20250608
S114092_32,1,1,1,1,1,0,0,20250609,20250818
S114092_21,0,0,0,0,0,0,1,20250609,20250818
S114092_14,0,0,0,0,0,1,0,20250609,20250818
S114092_13,1,1,1,1,1,0,0,20250609,20250818
S108251_32,1,1,1,1,1,0,0,20250520,20250608
S108251_14,0,0,0,0,0,1,0,20250520,20250608
S114098_32,1,1,1,1,1,0,0,20250609,20250818
S114098_14,0,0,0,0,0,1,0,20250609,20250818
S114462_32,1,1,1,1,1,0,0,20250520,20250608
S113194_32,1,1,1,1,1,0,0,20250609,20250818
S114463_32,1,1,1,1,1,0,0,20250520,20250608
S113195_32,1,1,1,1,1,0,0,20250609,20250818
S109708_32,1,1,1,1,1,0,0,20250520,20250608
S109709_32,1,1,1,1,1,0,0,20250520,20250608
S109710_32,1,1,1,1,1,0,0,20250520,20250608
S109711_32,1,1,1,1,1,0,0,20250520,20250608
S109712_32,1,1,1,1,1,0,0,20250520,20250608
S109713_32,1,1,1,1,1,0,0,20250520,20250608
S109714_32,1,1,1,1,1,0,0,20250520,20250608
S109715_32,1,1,1,1,1,0,0,20250520,20250608
S109715_21,0,0,0,0,0,0,1,20250520,20250608
S109715_14,0,0,0,0,0,1,0,20250520,20250608
S109716_21,0,0,0,0,0,0,1,20250520,20250608
S109716_32,1,1,1,1,1,0,0,20250520,20250608
S109716_14,0,0,0,0,0,1,0,20250520,20250608
S109717_15,1,1,1,1,1,0,0,20250520,20250608
S109718_32,1,1,1,1,1,0,0,20250520,20250608
S109719_21,0,0,0,0,0,0,1,20250520,20250608
S109719_32,1,1,1,1,1,0,0,20250520,20250608
S109720_15,1,1,1,1,1,0,0,20250520,20250608
S109721_32,1,1,1,1,1,0,0,20250520,20250608
S109721_21,0,0,0,0,0,0,1,20250520,20250608
S109721_14,0,0,0,0,0,1,0,20250520,20250608
S109722_32,1,1,1,1,1,0,0,20250520,20250608
S109723_21,0,0,0,0,0,0,1,20250520,20250608
S109723_32,1,1,1,1,1,0,0,20250520,20250608
S109723_14,0,0,0,0,0,1,0,20250520,20250608
S106223_32,1,1,1,1,1,0,0,20250520,20250608
S106223_13,1,1,1,1,1,0,0,20250520,20250608
S106224_15,1,1,1,1,1,0,0,20250520,20250608
S106225_32,1,1,1,1,1,0,0,20250520,20250608
S106225_13,1,1,1,1,1,0,0,20250520,20250608
S106226_15,1,1,1,1,1,0,0,20250520,20250608
S106227_15,1,1,1,1,1,0,0,20250520,20250608
S109638_32,1,1,1,1,1,0,0,20250520,20250608
S109639_32,1,1,1,1,1,0,0,20250520,20250608
S109640_21,0,0,0,0,0,0,1,20250520,20250608
S109640_32,1,1,1,1,1,0,0,20250520,20250608
S109640_14,0,0,0,0,0,1,0,20250520,20250608
S109640_10,0,0,0,0,1,0,0,20250520,20250608
S109642_15,1,1,1,1,1,0,0,20250520,20250608
S109641_32,1,1,1,1,1,0,0,20250520,20250608
S109643_32,1,1,1,1,1,0,0,20250520,20250608
S109644_32,1,1,1,1,1,0,0,20250520,20250608
S109628_32,1,1,1,1,1,0,0,20250520,20250608
S109629_32,1,1,1,1,1,0,0,20250520,20250608
S109631_32,1,1,1,1,1,0,0,20250520,20250608
S106229_32,1,1,1,1,1,0,0,20250520,20250608
S106230_15,1,1,1,1,1,0,0,20250520,20250608
S106232_32,1,1,1,1,1,0,0,20250520,20250608
S106233_15,1,1,1,1,1,0,0,20250520,20250608
S106336_15,1,1,1,1,1,0,0,20250520,20250608
S114349_15,1,1,1,1,1,0,0,20250609,20250818
S108951_32,1,1,1,1,1,0,0,20250520,20250608
S108951_21,0,0,0,0,0,0,1,20250520,20250608
S108951_796,1,1,1,1,0,0,0,20250520,20250608
S108951_14,0,0,0,0,0,1,0,20250520,20250608
S108951_13,1,1,1,1,1,0,0,20250520,20250608
S113880_32,1,1,1,1,1,0,0,20250609,20250818
S113880_21,0,0,0,0,0,0,1,20250609,20250818
S113880_796,1,1,1,1,0,0,0,20250609,20250818
S113880_14,0,0,0,0,0,1,0,20250609,20250818
S113880_10,0,0,0,0,1,0,0,20250609,20250818
S106235_15,1,1,1,1,1,0,0,20250520,20250608
S106235_32,1,1,1,1,1,0,0,20250520,20250608
S106235_14,0,0,0,0,0,1,0,20250520,20250608
S113881_21,0,0,0,0,0,0,1,20250609,20250818
S113881_32,1,1,1,1,1,0,0,20250609,20250818
S113881_14,0,0,0,0,0,1,0,20250609,20250818
S106236_32,1,1,1,1,1,0,0,20250520,20250608
S106236_21,0,0,0,0,0,0,1,20250520,20250608
S106236_14,0,0,0,0,0,1,0,20250520,20250608
S106236_10,0,0,0,0,1,0,0,20250520,20250608
S113882_32,1,1,1,1,1,0,0,20250609,20250818
S113882_21,0,0,0,0,0,0,1,20250609,20250818
S113882_14,0,0,0,0,0,1,0,20250609,20250818
S113882_10,0,0,0,0,1,0,0,20250609,20250818
S106237_32,1,1,1,1,1,0,0,20250520,20250608
S113883_32,1,1,1,1,1,0,0,20250609,20250818
S112482_15,1,1,1,1,1,0,0,20250520,20250608
S113884_15,1,1,1,1,1,0,0,20250609,20250818
S108628_32,1,1,1,1,1,0,0,20250520,20250608
S108628_21,0,0,0,0,0,0,1,20250520,20250608
S108628_14,0,0,0,0,0,1,0,20250520,20250608
S113885_32,1,1,1,1,1,0,0,20250609,20250818
S113885_21,0,0,0,0,0,0,1,20250609,20250818
S113885_14,0,0,0,0,0,1,0,20250609,20250818
S113885_412,0,0,0,0,0,0,1,20250609,20250818
S102683_21,0,0,0,0,0,0,1,20250520,20250608
S102683_32,1,1,1,1,1,0,0,20250520,20250608
S102683_14,0,0,0,0,0,1,0,20250520,20250608
S113886_32,1,1,1,1,1,0,0,20250609,20250818
S113886_21,0,0,0,0,0,0,1,20250609,20250818
S113886_14,0,0,0,0,0,1,0,20250609,20250818
S102686_32,1,1,1,1,1,0,0,20250520,20250608
S102686_21,0,0,0,0,0,0,1,20250520,20250608
S102686_14,0,0,0,0,0,1,0,20250520,20250608
S113887_32,1,1,1,1,1,0,0,20250609,20250818
S113887_21,0,0,0,0,0,0,1,20250609,20250818
S113887_14,0,0,0,0,0,1,0,20250609,20250818
S102684_32,1,1,1,1,1,0,0,20250520,20250608
S113888_32,1,1,1,1,1,0,0,20250609,20250818
S96414_15,1,1,1,1,1,0,0,20250520,20250608
S113889_15,1,1,1,1,1,0,0,20250609,20250818
S108619_32,1,1,1,1,1,0,0,20250520,20250608
S108619_21,0,0,0,0,0,0,1,20250520,20250608
S108619_14,0,0,0,0,0,1,0,20250520,20250608
S113890_15,1,1,1,1,1,0,0,20250609,20250818
S113890_32,1,1,1,1,1,0,0,20250609,20250818
S113890_21,0,0,0,0,0,0,1,20250609,20250818
S113890_14,0,0,0,0,0,1,0,20250609,20250818
S113890_13,1,1,1,1,1,0,0,20250609,20250818
S108620_32,1,1,1,1,1,0,0,20250520,20250608
S108620_21,0,0,0,0,0,0,1,20250520,20250608
S113891_32,1,1,1,1,1,0,0,20250609,20250818
S113891_21,0,0,0,0,0,0,1,20250609,20250818
S102688_15,1,1,1,1,1,0,0,20250520,20250608
S102688_32,1,1,1,1,1,0,0,20250520,20250608
S113892_15,1,1,1,1,1,0,0,20250609,20250818
S113892_32,1,1,1,1,1,0,0,20250609,20250818
S103930_32,1,1,1,1,1,0,0,20250520,20250608
S113893_32,1,1,1,1,1,0,0,20250609,20250818
S108621_32,1,1,1,1,1,0,0,20250520,20250608
S113894_32,1,1,1,1,1,0,0,20250609,20250818
S109691_32,1,1,1,1,1,0,0,20250520,20250608
S109691_13,1,1,1,1,1,0,0,20250520,20250608
S113905_32,1,1,1,1,1,0,0,20250609,20250818
S113905_13,1,1,1,1,1,0,0,20250609,20250818
S109692_32,1,1,1,1,1,0,0,20250520,20250608
S113906_32,1,1,1,1,1,0,0,20250609,20250818
S109693_15,1,1,1,1,1,0,0,20250520,20250608
S113907_15,1,1,1,1,1,0,0,20250609,20250818
S109694_15,1,1,1,1,1,0,0,20250520,20250608
S113908_15,1,1,1,1,1,0,0,20250609,20250818
S109695_15,1,1,1,1,1,0,0,20250520,20250608
S113909_15,1,1,1,1,1,0,0,20250609,20250818
S109696_32,1,1,1,1,1,0,0,20250520,20250608
S109696_13,1,1,1,1,1,0,0,20250520,20250608
S113910_32,1,1,1,1,1,0,0,20250609,20250818
S113910_13,1,1,1,1,1,0,0,20250609,20250818
S109697_32,1,1,1,1,1,0,0,20250520,20250608
S113911_32,1,1,1,1,1,0,0,20250609,20250818
S109698_15,1,1,1,1,1,0,0,20250520,20250608
S113912_15,1,1,1,1,1,0,0,20250609,20250818
S109699_32,1,1,1,1,1,0,0,20250520,20250608
S109699_13,1,1,1,1,1,0,0,20250520,20250608
S113913_32,1,1,1,1,1,0,0,20250609,20250818
S109700_32,1,1,1,1,1,0,0,20250520,20250608
S113914_32,1,1,1,1,1,0,0,20250609,20250818
S109701_15,1,1,1,1,1,0,0,20250520,20250608
S113915_15,1,1,1,1,1,0,0,20250609,20250818
S109702_15,1,1,1,1,1,0,0,20250520,20250608
S113916_15,1,1,1,1,1,0,0,20250609,20250818
S109703_15,1,1,1,1,1,0,0,20250520,20250608
S113917_15,1,1,1,1,1,0,0,20250609,20250818
